    1   25.006086   25.006090   25.006088   79.002452     2.430996   101.186624
    2   29.456924   25.006090   22.252370   78.966666     2.439174   110.568242
    3   29.456924   25.006090   27.759808   78.996711     2.413138   111.838910
    4   20.555252   25.006090   22.252370   78.966028     2.439189   110.550954
    5   20.555252   25.006090   27.759808   78.997247     2.413152   111.856198
    6   22.252370   29.456928   25.006088   78.998585     2.418008   111.867723
    7   27.759808   29.456928   25.006088   78.962902     2.417999   110.525022
    8   22.252370   20.555254   25.006088   78.964879     2.418027   110.576886
    9   27.759808   20.555256   25.006088   79.000312     2.418019   111.913824
   10   25.006088   22.252372   29.456926   78.969777     2.419969   110.634513
   11   25.006088   27.759810   29.456926   79.010321     2.419958   112.075179
   12   25.006088   22.252372   20.555254   78.998634     2.422182   111.804334
   13   25.006088   27.759810   20.555254   78.959838     2.422169   110.383837
   14   33.884982   25.006090   19.518165   78.956860     2.409735   114.956511
   15   34.059547   25.006090   25.006088   78.959186     2.496574   118.085638
   16   33.884982   25.006090   30.494012   78.962062     2.422586   115.140916
   17   16.127201   25.006090   19.518163   78.956499     2.409753   114.953630
   18   15.952628   25.006090   25.006088   78.959118     2.496586   118.085638
   19   16.127201   25.006090   30.494015   78.962493     2.422602   115.149560
   20   19.518167   33.884983   25.006088   78.966017     2.420062   115.293627
   21   25.006090   34.059553   25.006088   78.950016     2.479473   117.716827
   22   30.494015   33.884980   25.006088   78.965195     2.420051   115.279220
   23   19.518167   16.127201   25.006088   78.966593     2.420081   115.290746
   24   25.006090   15.952630   25.006088   78.946008     2.476973   117.630387
   25   30.494015   16.127202   25.006088   78.966911     2.420069   115.293627
   26   25.006092   19.518167   33.884982   78.975106     2.403938   115.359898
   27   25.006092   25.006090   34.059547   78.974175     2.494643   118.105807
   28   25.006092   30.494017   33.884982   78.983733     2.436615   115.555828
   29   25.006092   19.518167   16.127199   78.965610     2.400036   115.264814
   30   25.006092   25.006090   15.952628   78.958875     2.510497   117.901233
   31   25.006092   30.494017   16.127199   78.960087     2.400023   115.181255
