    1   24.929524   24.929524   24.929524   47.020362     2.425955   100.449042
    2   29.364934   24.929524   22.188344   46.978824     2.412842   109.160263
    3   29.364934   24.929524   27.670704   47.011171     2.420309   110.631657
    4   20.494114   24.929524   22.188344   46.978700     2.412836   109.160263
    5   20.494114   24.929524   27.670704   47.011004     2.420316   110.628800
    6   22.188344   29.364934   24.929524   47.009346     2.414102   110.611657
    7   27.670704   29.364934   24.929524   46.980546     2.414098   109.288832
    8   22.188344   20.494112   24.929524   46.981593     2.414107   109.311688
    9   27.670704   20.494112   24.929524   47.010438     2.414103   110.631657
   10   24.929524   22.188344   29.364934   46.990718     2.418612   109.514541
   11   24.929524   27.670704   29.364934   47.024350     2.418617   111.025933
   12   24.929524   22.188344   20.494112   47.013222     2.444420   110.680227
   13   24.929524   27.670704   20.494112   46.982498     2.444416   109.297403
   14   33.797799   24.929524   19.447893   46.969401     2.431957   112.760178
   15   33.945545   24.929524   24.929524   46.985251     2.476387   116.377235
   16   33.797799   24.929524   30.411153   46.976608     2.441983   113.003029
   17   16.061247   24.929524   19.447895   46.969277     2.431964   112.760178
   18   15.913505   24.929524   24.929524   46.985177     2.476396   116.374378
   19   16.061247   24.929524   30.411153   46.976762     2.441988   113.008743
   20   19.447893   33.797797   24.929524   46.988621     2.427030   113.468732
   21   24.929524   33.945543   24.929524   46.958976     2.477214   115.257261
   22   30.411151   33.797801   24.929524   46.988043     2.427024   113.451590
   23   19.447893   16.061249   24.929524   46.988034     2.427035   113.457304
   24   24.929524   15.913503   24.929524   46.955177     2.477219   115.134407
   25   30.411151   16.061247   24.929524   46.988146     2.427031   113.460161
   26   24.929522   19.447895   33.797801   46.984159     2.430051   113.297308
   27   24.929524   24.929524   33.945543   46.967581     2.489506   115.128693
   28   24.929522   30.411153   33.797801   46.986298     2.430056   113.305879
   29   24.929522   19.447895   16.061247   46.982834     2.425384   113.360164
   30   24.929524   24.929524   15.913503   46.969142     2.474727   115.482970
   31   24.929522   30.411153   16.061247   46.975173     2.425388   113.200167
   32   29.436818   22.143212   32.223168   46.988480     2.477854   116.597229
   33   29.436818   27.715836   32.223168   46.962361     2.477850   115.177263
   34   29.436818   22.143212   17.635877   46.991416     2.473040   116.805796
   35   29.436818   27.715836   17.635877   46.959820     2.473040   115.271547
   36   20.422231   22.143212   32.223168   46.988372     2.477854   116.597229
   37   20.422231   27.715836   32.223168   46.961749     2.477850   115.171549
   38   20.422231   22.143212   17.635877   46.991420     2.473032   116.802939
   39   20.422231   27.715836   17.635877   46.959605     2.473032   115.265833
   40   32.223170   29.436818   22.143212   46.958826     2.494002   115.217262
   41   32.223170   29.436818   27.715836   46.991584     2.468801   116.811510
   42   17.635877   29.436816   22.143212   46.958853     2.493996   115.217262
   43   17.635877   29.436816   27.715836   46.991579     2.468796   116.811510
   44   32.223170   20.422231   22.143212   46.958740     2.493994   115.214405
   45   32.223170   20.422231   27.715836   46.988011     2.468801   116.714370
   46   17.635877   20.422231   22.143212   46.958685     2.493991   115.211548
   47   17.635877   20.422231   27.715836   46.987960     2.468796   116.714370
   48   22.143212   32.223168   29.436818   46.989377     2.479932   116.640086
   49   27.715836   32.223168   29.436818   46.962234     2.479937   115.271547
   50   22.143212   17.635877   29.436818   46.990976     2.479928   116.725798
   51   27.715836   17.635877   29.436818   46.963133     2.479933   115.308689
   52   22.143212   32.223168   20.422231   46.963248     2.475031   115.342974
   53   27.715836   32.223168   20.422231   46.990275     2.475030   116.714370
   54   22.143212   17.635877   20.422231   46.990736     2.475028   116.728655
   55   27.715836   17.635877   20.422231   46.964005     2.475028   115.365830
   56   38.283975   24.929524   16.676330   47.058745     2.465117  2696.833061
   57   38.520691   24.929524   22.159284   46.975545     2.504744   641.653325
   58   38.520691   24.929524   27.699764   47.016545     2.514399   663.987080
   59   38.283975   24.929524   33.182716   47.051553     2.475446  1709.687946
   60   11.575075   24.929524   16.676330   47.058719     2.465109  2675.690706
   61   11.338357   24.929524   22.159286   46.975628     2.504736   650.584541
   62   11.338357   24.929524   27.699762   47.016647     2.514391   668.721253
   63   11.575075   24.929524   33.182716   47.052243     2.475438  1713.187863
   64   16.676330   38.283973   24.929524   47.062107     2.491345  2760.162985
   65   22.159284   38.520689   24.929524   46.969318     2.513647   652.630207
   66   27.699762   38.520689   24.929524   47.003819     2.513650   663.221384
   67   33.182718   38.283973   24.929524   47.061852     2.491350  2769.397051
   68   16.676330   11.575075   24.929524   47.059264     2.491339  2738.623497
   69   22.159284   11.338359   24.929524   46.971164     2.513640   640.821916
   70   27.699762   11.338357   24.929524   47.005542     2.513645   654.207312
   71   33.182718   11.575075   24.929524   47.059774     2.491343  2755.145961
   72   24.929524   16.676330   38.283973   46.987014     2.378930   264.548000
   73   24.929524   22.159284   38.520689   46.913468     2.518772   127.214120
   74   24.929524   27.699764   38.520689   46.904035     2.191905   123.419924
   75   24.929524   33.182716   38.283973   46.999223     2.483772   202.035199
   76   24.929524   16.676330   11.575075   47.057947     2.472746  2481.749601
   77   24.929524   22.159284   11.338357   46.984650     2.503012   659.878606
   78   24.929524   27.699764   11.338357   47.020388     2.503016   681.578090
   79   24.929524   33.182716   11.575075   47.057288     2.472749  2672.587923
   80   33.966933   22.113021   35.069447   46.982659     2.522370   427.318418
   81   29.484575   19.344134   36.782062   47.000666     2.511420   234.163007
   82   33.966933   27.746025   35.069447   46.997734     2.522373   234.268719
   83   29.561634   24.929524   37.052136   46.947645     2.576273   147.370784
   84   29.484575   30.514912   36.782062   46.979374     2.461536   162.044721
   85   33.966933   22.113021   14.789599   46.991228     2.515039  1275.115415
   86   29.484575   19.344134   13.076988   47.005356     2.501055  1036.769650
   87   33.966933   27.746025   14.789599   47.017077     2.515041  1147.435592
   88   29.561634   24.929524   12.806910   46.991334     2.580121   581.794747
   89   29.484575   30.514912   13.076988   47.005375     2.501059  1011.204543
   90   15.892111   22.113021   35.069447   46.983473     2.522373   431.421177
   91   20.374472   19.344134   36.782062   46.999554     2.511414   237.845777
   92   15.892111   27.746025   35.069447   46.997896     2.522376   239.777160
   93   20.297412   24.929524   37.052136   46.947964     2.576268   148.413616
   94   20.374472   30.514912   36.782062   46.977665     2.511411   165.670349
   95   15.892111   22.113021   14.789599   46.991119     2.515042  1266.715615
   96   20.374472   19.344134   13.076988   47.006198     2.501055  1037.486776
   97   15.892111   27.746025   14.789599   47.016640     2.515044  1135.887295
   98   20.297412   24.929524   12.806912   46.991422     2.580117   582.443303
   99   20.374472   30.514912   13.076988   47.005349     2.501059  1004.427562
  100   35.069449   33.966935   22.113021   46.983769     2.498451  1361.359080
  101   36.782060   29.484575   19.344132   46.998778     2.505843  1148.601279
  102   35.069449   33.966935   27.746025   47.016847     2.498223  1046.506562
